0.160962,1.52031,3.04528e+06,3.04528e+06,0.0771701,-0.00959072,0.657468,2.16203,0.053982,
0.0666833,3.25462,3.04528e+06,3.04528e+06,0.0599599,0.000743858,0.566627,2.22335,0.0738043,
0.0478287,99.1555,3.04528e+06,3.04528e+06,0.0265655,0.0570486,0.451397,2.41479,0.101372,
0.182455,1.54229,3.04527e+06,3.04527e+06,0.0150381,-0.0267756,0.663996,2.15174,0.0481161,
0.0871636,2.80944,3.04528e+06,3.04528e+06,0.0194037,0.0267973,0.40635,2.67968,0.124366,
0.0584932,5.49008,3.04528e+06,3.04528e+06,0.0689755,-0.0296273,0.499006,2.35973,0.10139,
0.16633,1.55656,3.04528e+06,3.04528e+06,0.0500208,0.0309271,0.602959,2.19499,0.0677227,
0.125993,1.70962,3.04528e+06,3.04528e+06,0.0286763,-0.0104299,0.493558,2.34778,0.0966965,
0.183198,1.47185,3.04528e+06,3.04528e+06,0.0626188,0.00883124,0.585559,2.22082,0.0757716,
0.110601,2.363,3.04528e+06,3.04528e+06,0.0206099,-0.0143774,0.40947,2.63969,0.121741,
0.102237,2.63196,3.04528e+06,3.04528e+06,0.0192393,0.0519577,0.415894,2.69708,0.132645,
0.141929,1.69152,3.04528e+06,3.04528e+06,0.0249327,0.00415138,0.493299,2.39168,0.106193,
0.107222,1.55237,3.04528e+06,3.04528e+06,0.0271553,-0.0159984,0.572526,2.18557,0.0587698,
0.128402,1.56943,3.04529e+06,3.04529e+06,0.0188213,-0.0333494,0.64288,2.16517,0.0556419,
0.0947448,1.93517,3.04528e+06,3.04528e+06,0.0303422,-0.0666656,0.604299,2.20461,0.070734,
0.0831334,2.23381,3.04528e+06,3.04528e+06,0.0554012,0.0276474,0.577797,2.21472,0.0735114,
0.0935533,1.70426,3.04528e+06,3.04528e+06,0.0275261,-0.0204473,0.587216,2.22638,0.0764661,
0.0817784,2.33538,3.04528e+06,3.04528e+06,0.0839694,0.0434413,0.690318,2.15131,0.0487997,
0.0777724,2.18383,3.04528e+06,3.04528e+06,0.0258148,-0.0417529,0.676605,2.154,0.0501689,
0.068896,2.54606,3.04528e+06,3.04528e+06,0.121993,0.0115789,0.61976,2.17267,0.0574973,
0.0868164,3.09723,3.04527e+06,3.04527e+06,0.0155109,0.0989932,0.659655,2.16375,0.0568307,
0.077502,2.5306,3.04528e+06,3.04528e+06,0.0357237,0.00975003,0.4288,2.49499,0.10765,
0.101317,2.33361,3.04528e+06,3.04528e+06,0.019427,-0.0433227,0.406681,2.71266,0.127663,
0.10685,2.13163,3.04528e+06,3.04528e+06,0.0160096,-0.0314066,0.417107,2.61875,0.120997,
0.0855638,1.88974,3.04528e+06,3.04528e+06,0.059213,0.0184402,0.527377,2.32611,0.0966156,
0.101488,1.71732,3.04528e+06,3.04528e+06,0.0484322,-0.022374,0.519171,2.30289,0.0908487,
0.108539,1.69275,3.04529e+06,3.04529e+06,0.0180661,-0.0489858,0.55249,2.25592,0.0827571,
0.140622,1.83094,3.04528e+06,3.04528e+06,0.00868095,-0.0309978,0.452803,2.49252,0.113025,
0.169549,1.52593,3.04528e+06,3.04528e+06,0.0209406,0.0370707,0.611755,2.19432,0.0676379,
0.0927112,2.20053,3.04529e+06,3.04529e+06,0.00661067,0.0622245,0.40236,2.52914,0.105519,
0.132525,1.60722,3.04528e+06,3.04528e+06,0.0233776,-0.0334709,0.547337,2.22496,0.0726923,
0.152707,1.55025,3.04528e+06,3.04528e+06,0.0245006,0.0500933,0.608629,2.20016,0.0688163,
0.143565,4.85135,3.04529e+06,3.04529e+06,0.0149893,0.261359,0.530985,2.22783,0.0725651,
0.131258,1.58364,3.04528e+06,3.04528e+06,0.0635895,0.00655037,0.598572,2.18695,0.0631502,
0.106034,1.66855,3.04528e+06,3.04528e+06,0.0809725,0.0552784,0.613421,2.17883,0.0628641,
0.0943156,1.6602,3.04528e+06,3.04528e+06,0.0776869,0.0539842,0.561895,2.22452,0.0733164,
0.100537,2.22247,3.04528e+06,3.04528e+06,0.0325952,0.0270099,0.371563,2.66723,0.112255,
0.109835,1.58885,3.04528e+06,3.04528e+06,0.0447431,0.0275213,0.576573,2.19773,0.0654366,
0.135576,1.57812,3.04528e+06,3.04528e+06,0.0481754,0.00406874,0.574566,2.21172,0.0702673,
0.129352,1.95671,3.04528e+06,3.04528e+06,0.0451743,0.0155965,0.50861,2.33389,0.097497,
0.0765083,3.06619,3.04528e+06,3.04528e+06,0.0471713,0.0119538,0.491948,2.37795,0.102021,
0.0887357,2.44683,3.04528e+06,3.04528e+06,0.029108,0.011968,0.493857,2.24862,0.0727293,
0.14884,1.60136,3.04528e+06,3.04528e+06,0.0386697,0.0263453,0.54177,2.26505,0.0836711,
0.134975,2.43752,3.04528e+06,3.04528e+06,0.0439497,0.0143493,0.597006,2.19949,0.0699757,
0.133085,1.60709,3.04528e+06,3.04528e+06,0.0683101,0.0412674,0.519297,2.27504,0.0836747,
0.11033,2.04379,3.04528e+06,3.04528e+06,0.0167481,0.0435382,0.380013,2.58337,0.105987,
0.10303,2.11993,3.04528e+06,3.04528e+06,0.0105283,0.0304321,0.449965,2.43309,0.103537,
0.105348,2.09458,3.04528e+06,3.04528e+06,0.0210608,0.0512499,0.434746,2.44571,0.100316,
0.162673,1.58744,3.04528e+06,3.04528e+06,0.00901516,-0.028427,0.477355,2.32217,0.0893703,
0.123213,1.82196,3.04525e+06,3.04525e+06,0.00957914,-0.133574,0.5045,2.30442,0.088163,
